compte_courant,duree_mois,historique_credit,objectif_credit,montant_credit,epargne,emploi_depuis,taux_remboursement,statut_personnel,garants,residence_depuis,patrimoine,age,autres_credits,logement,nb_credits_banque,emploi,personnes_a_charge,telephone,travailleur_etranger,classe
Pas de compte,36,Crédits en cours remboursés,Business,7409,Pas d'épargne,>= 7 ans,3,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,37,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,652,< 100 DM,>= 7 ans,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,24,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,36,Retards de paiement passés,Meubles/Équipement,7678,500-1000 DM,4-7 ans,2,Femme divorcée/mariée,Aucun,4,Voiture ou autre,40,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
>= 200 DM,6,Compte critique / autres crédits,Voiture (neuve),1343,< 100 DM,>= 7 ans,1,Homme célibataire,Aucun,4,Immobilier,46,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Non,Non,Bon client
< 0 DM (découvert),24,Compte critique / autres crédits,Business,1382,100-500 DM,4-7 ans,4,Homme célibataire,Aucun,1,Immobilier,26,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,15,Crédits en cours remboursés,Électroménager,874,Pas d'épargne,< 1 an,4,Femme divorcée/mariée,Aucun,1,Immobilier,24,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,3590,< 100 DM,1-4 ans,2,Homme célibataire,Co-demandeur,2,Épargne logement/Assurance vie,29,Aucun,Propriétaire,1,Non qualifié (résident),2,Non,Oui,Bon client
0-200 DM,11,Compte critique / autres crédits,Voiture (neuve),1322,>= 1000 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,40,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),18,Tous crédits remboursés ici,Radio/Télévision,1940,< 100 DM,< 1 an,3,Homme célibataire,Co-demandeur,4,Aucun patrimoine,36,Banque,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,36,Crédits en cours remboursés,Radio/Télévision,3595,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,28,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),9,Crédits en cours remboursés,Voiture (neuve),1422,< 100 DM,< 1 an,3,Homme célibataire,Aucun,2,Aucun patrimoine,27,Aucun,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,30,Compte critique / autres crédits,Radio/Télévision,6742,Pas d'épargne,4-7 ans,2,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,36,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,24,Crédits en cours remboursés,Voiture (occasion),7814,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,3,Voiture ou autre,38,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,24,Crédits en cours remboursés,Voiture (occasion),9277,Pas d'épargne,1-4 ans,2,Homme divorcé/séparé,Aucun,4,Aucun patrimoine,48,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,30,Compte critique / autres crédits,Voiture (neuve),2181,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,4,Immobilier,36,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Radio/Télévision,1098,< 100 DM,Sans emploi,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,65,Aucun,Propriétaire,2,Sans emploi/Non qualifié (non-résident),1,Non,Oui,Bon client
0-200 DM,24,Crédits en cours remboursés,Meubles/Équipement,4057,< 100 DM,4-7 ans,3,Homme divorcé/séparé,Aucun,3,Voiture ou autre,43,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),12,Crédits en cours remboursés,Éducation,795,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,53,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,24,Compte critique / autres crédits,Business,2825,Pas d'épargne,4-7 ans,4,Homme célibataire,Aucun,3,Aucun patrimoine,34,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
0-200 DM,48,Crédits en cours remboursés,Business,15672,< 100 DM,1-4 ans,2,Homme célibataire,Aucun,2,Voiture ou autre,23,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,36,Compte critique / autres crédits,Voiture (neuve),6614,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,34,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,28,Tous crédits remboursés ici,Voiture (occasion),7824,Pas d'épargne,< 1 an,3,Homme célibataire,Garant,4,Immobilier,40,Banque,Location,2,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),27,Compte critique / autres crédits,Business,2442,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,43,Magasins,Propriétaire,4,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
Pas de compte,15,Compte critique / autres crédits,Radio/Télévision,1829,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,46,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Compte critique / autres crédits,Voiture (neuve),2171,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,38,Banque,Propriétaire,2,Non qualifié (résident),1,Non,Non,Bon client
0-200 DM,36,Compte critique / autres crédits,Voiture (occasion),5800,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,4,Voiture ou autre,34,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Radio/Télévision,1169,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,29,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,36,Retards de paiement passés,Voiture (occasion),8947,Pas d'épargne,4-7 ans,3,Homme célibataire,Aucun,2,Voiture ou autre,31,Magasins,Propriétaire,1,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),21,Crédits en cours remboursés,Radio/Télévision,2606,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,28,Aucun,Location,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Compte critique / autres crédits,Meubles/Équipement,1592,>= 1000 DM,4-7 ans,3,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,35,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Non,Bon client
Pas de compte,15,Crédits en cours remboursés,Meubles/Équipement,2186,Pas d'épargne,4-7 ans,1,Femme divorcée/mariée,Aucun,4,Immobilier,33,Banque,Location,1,Non qualifié (résident),1,Non,Oui,Bon client
< 0 DM (découvert),18,Crédits en cours remboursés,Meubles/Équipement,4153,< 100 DM,1-4 ans,2,Homme célibataire,Co-demandeur,3,Voiture ou autre,42,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
< 0 DM (découvert),16,Compte critique / autres crédits,Voiture (neuve),2625,< 100 DM,>= 7 ans,2,Homme célibataire,Garant,4,Épargne logement/Assurance vie,43,Banque,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,20,Compte critique / autres crédits,Voiture (neuve),3485,Pas d'épargne,< 1 an,2,Homme divorcé/séparé,Aucun,4,Immobilier,44,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,36,Compte critique / autres crédits,Voiture (occasion),10477,Pas d'épargne,>= 7 ans,2,Homme célibataire,Aucun,4,Aucun patrimoine,42,Aucun,Gratuit,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,15,Crédits en cours remboursés,Radio/Télévision,1386,Pas d'épargne,1-4 ans,4,Homme marié/veuf,Aucun,2,Immobilier,40,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,24,Crédits en cours remboursés,Radio/Télévision,1278,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,1,Immobilier,36,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Radio/Télévision,1107,< 100 DM,1-4 ans,2,Homme célibataire,Aucun,2,Immobilier,20,Aucun,Location,1,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),21,Crédits en cours remboursés,Voiture (neuve),3763,Pas d'épargne,4-7 ans,2,Homme célibataire,Co-demandeur,2,Immobilier,24,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Non,Bon client
0-200 DM,36,Crédits en cours remboursés,Éducation,3711,Pas d'épargne,1-4 ans,2,Homme marié/veuf,Aucun,2,Voiture ou autre,27,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,15,Retards de paiement passés,Voiture (occasion),3594,< 100 DM,< 1 an,1,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,46,Aucun,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,9,Crédits en cours remboursés,Voiture (neuve),3195,Pas d'épargne,1-4 ans,1,Femme divorcée/mariée,Aucun,2,Immobilier,33,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,36,Retards de paiement passés,Radio/Télévision,4454,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,4,Immobilier,34,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,24,Compte critique / autres crédits,Meubles/Équipement,4736,< 100 DM,< 1 an,2,Femme divorcée/mariée,Aucun,4,Voiture ou autre,25,Banque,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Mauvais client
0-200 DM,30,Crédits en cours remboursés,Radio/Télévision,2991,Pas d'épargne,>= 7 ans,2,Femme divorcée/mariée,Aucun,4,Voiture ou autre,25,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,11,Crédits en cours remboursés,Business,2142,>= 1000 DM,>= 7 ans,1,Homme divorcé/séparé,Aucun,2,Immobilier,28,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),24,Tous crédits remboursés ici,Business,3161,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,31,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,48,Aucun crédit / tous remboursés,Autres,18424,< 100 DM,1-4 ans,1,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,32,Banque,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Non,Mauvais client
Pas de compte,10,Crédits en cours remboursés,Voiture (occasion),2848,100-500 DM,1-4 ans,1,Homme célibataire,Co-demandeur,2,Immobilier,32,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Bon client
< 0 DM (découvert),6,Crédits en cours remboursés,Voiture (neuve),14896,< 100 DM,>= 7 ans,1,Homme célibataire,Aucun,4,Aucun patrimoine,68,Banque,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),24,Crédits en cours remboursés,Meubles/Équipement,2359,100-500 DM,Sans emploi,1,Homme divorcé/séparé,Aucun,1,Épargne logement/Assurance vie,33,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
< 0 DM (découvert),24,Crédits en cours remboursés,Meubles/Équipement,3345,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,39,Aucun,Location,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,18,Compte critique / autres crédits,Meubles/Équipement,1817,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,2,Aucun patrimoine,28,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,48,Retards de paiement passés,Radio/Télévision,12749,500-1000 DM,4-7 ans,4,Homme célibataire,Aucun,1,Voiture ou autre,37,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),9,Crédits en cours remboursés,Radio/Télévision,1366,< 100 DM,< 1 an,3,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,22,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,12,Crédits en cours remboursés,Voiture (neuve),2002,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,30,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),24,Tous crédits remboursés ici,Meubles/Équipement,6872,< 100 DM,< 1 an,2,Homme divorcé/séparé,Aucun,1,Épargne logement/Assurance vie,55,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),12,Tous crédits remboursés ici,Voiture (neuve),697,< 100 DM,< 1 an,4,Homme célibataire,Aucun,2,Voiture ou autre,46,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),18,Compte critique / autres crédits,Meubles/Équipement,1049,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,21,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),48,Crédits en cours remboursés,Voiture (occasion),10297,< 100 DM,4-7 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,39,Magasins,Gratuit,3,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Mauvais client
Pas de compte,30,Crédits en cours remboursés,Radio/Télévision,1867,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,58,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Retards de paiement passés,Voiture (neuve),1344,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Immobilier,43,Aucun,Propriétaire,2,Non qualifié (résident),2,Non,Oui,Bon client
< 0 DM (découvert),24,Crédits en cours remboursés,Meubles/Équipement,1747,< 100 DM,< 1 an,4,Homme célibataire,Co-demandeur,1,Épargne logement/Assurance vie,24,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Non,Bon client
0-200 DM,9,Crédits en cours remboursés,Radio/Télévision,1670,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,2,Voiture ou autre,22,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,9,Compte critique / autres crédits,Voiture (neuve),1224,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,1,Immobilier,30,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,12,Compte critique / autres crédits,Radio/Télévision,522,500-1000 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,42,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Radio/Télévision,1498,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,1,Voiture ou autre,23,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,30,Retards de paiement passés,Radio/Télévision,1919,100-500 DM,< 1 an,4,Homme célibataire,Aucun,3,Aucun patrimoine,30,Magasins,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Non,Oui,Mauvais client
>= 200 DM,9,Crédits en cours remboursés,Radio/Télévision,745,< 100 DM,1-4 ans,3,Femme divorcée/mariée,Aucun,2,Immobilier,28,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Mauvais client
0-200 DM,6,Crédits en cours remboursés,Radio/Télévision,2063,< 100 DM,< 1 an,4,Homme marié/veuf,Aucun,3,Voiture ou autre,30,Aucun,Location,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,60,Crédits en cours remboursés,Éducation,6288,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,42,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Voiture (occasion),6842,Pas d'épargne,1-4 ans,2,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,46,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Voiture (neuve),3527,Pas d'épargne,< 1 an,2,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,45,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
Pas de compte,10,Crédits en cours remboursés,Voiture (neuve),1546,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Immobilier,31,Aucun,Propriétaire,1,Non qualifié (résident),2,Non,Non,Bon client
Pas de compte,24,Crédits en cours remboursés,Meubles/Équipement,929,Pas d'épargne,4-7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,31,Magasins,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,4,Compte critique / autres crédits,Voiture (neuve),1455,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,1,Immobilier,42,Aucun,Propriétaire,3,Non qualifié (résident),2,Non,Oui,Bon client
< 0 DM (découvert),15,Crédits en cours remboursés,Meubles/Équipement,1845,< 100 DM,< 1 an,4,Femme divorcée/mariée,Garant,1,Épargne logement/Assurance vie,46,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,48,Aucun crédit / tous remboursés,Voiture (neuve),8358,500-1000 DM,< 1 an,1,Femme divorcée/mariée,Aucun,1,Voiture ou autre,30,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),24,Tous crédits remboursés ici,Meubles/Équipement,3349,500-1000 DM,< 1 an,4,Homme célibataire,Aucun,4,Aucun patrimoine,30,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Mauvais client
Pas de compte,12,Crédits en cours remboursés,Voiture (neuve),2859,Pas d'épargne,Sans emploi,4,Homme célibataire,Aucun,4,Aucun patrimoine,38,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,18,Crédits en cours remboursés,Meubles/Équipement,1533,< 100 DM,< 1 an,4,Homme marié/veuf,Co-demandeur,1,Épargne logement/Assurance vie,43,Aucun,Propriétaire,1,Non qualifié (résident),2,Non,Oui,Mauvais client
Pas de compte,24,Crédits en cours remboursés,Radio/Télévision,3621,100-500 DM,>= 7 ans,2,Homme célibataire,Aucun,4,Voiture ou autre,31,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,18,Compte critique / autres crédits,Business,3590,< 100 DM,Sans emploi,3,Homme marié/veuf,Aucun,3,Voiture ou autre,40,Aucun,Propriétaire,3,Sans emploi/Non qualifié (non-résident),2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),36,Retards de paiement passés,Business,2145,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,1,Voiture ou autre,24,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,24,Crédits en cours remboursés,Voiture (occasion),4113,500-1000 DM,< 1 an,3,Femme divorcée/mariée,Aucun,4,Voiture ou autre,28,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,36,Crédits en cours remboursés,Meubles/Équipement,10974,< 100 DM,Sans emploi,4,Femme divorcée/mariée,Aucun,2,Voiture ou autre,26,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),12,Crédits en cours remboursés,Voiture (neuve),1893,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Garant,4,Épargne logement/Assurance vie,29,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),24,Compte critique / autres crédits,Radio/Télévision,1231,>= 1000 DM,>= 7 ans,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,57,Aucun,Location,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
>= 200 DM,30,Compte critique / autres crédits,Radio/Télévision,3656,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,49,Magasins,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,9,Compte critique / autres crédits,Radio/Télévision,1154,< 100 DM,>= 7 ans,2,Homme célibataire,Aucun,4,Immobilier,37,Aucun,Propriétaire,3,Non qualifié (résident),1,Non,Oui,Bon client
< 0 DM (découvert),28,Crédits en cours remboursés,Voiture (neuve),4006,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Voiture ou autre,45,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Mauvais client
0-200 DM,24,Crédits en cours remboursés,Meubles/Équipement,3069,100-500 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,30,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
